序号,省级地区,学校名称,学校标识码,主管部门,所在地,办学层次,备注
2213,广西壮族自治区,广西城市职业大学,4145013920,广西壮族自治区教育厅,崇左市,本科,民办
2214,广西壮族自治区,广西职业师范学院,4145014684,广西壮族自治区,南宁市,本科,
2215,广西壮族自治区,南宁职业技术大学,4145011355,广西壮族自治区,南宁市,本科,
2216,广西壮族自治区,柳州职业技术大学,4145012104,广西壮族自治区,柳州市,本科,
2217,广西壮族自治区,桂林师范学院,4145011671,广西壮族自治区,桂林市,本科,
2218,广西壮族自治区,广西职业技术大学,4145011773,广西壮族自治区,南宁市,本科,
2219,广西壮族自治区,桂林生命与健康职业技术学院,4145010035,广西壮族自治区教育厅,桂林市,专科,民办
2220,广西壮族自治区,广西机电职业技术学院,4145010867,广西壮族自治区,南宁市,专科,
2221,广西壮族自治区,广西体育高等专科学校,4145011350,广西壮族自治区,南宁市,专科,
2222,广西壮族自治区,广西水利电力职业技术学院,4145011608,广西壮族自治区,南宁市,专科,
2223,广西壮族自治区,广西生态工程职业技术学院,4145012344,广西壮族自治区,柳州市,专科,
2224,广西壮族自治区,广西交通职业技术学院,4145012356,广西壮族自治区,南宁市,专科,
2225,广西壮族自治区,广西工业职业技术学院,4145012364,广西壮族自治区,南宁市,专科,
2226,广西壮族自治区,广西国际商务职业技术学院,4145012379,广西壮族自治区,南宁市,专科,
2227,广西壮族自治区,柳州铁道职业技术学院,4145012392,广西壮族自治区,柳州市,专科,
2228,广西壮族自治区,广西建设职业技术学院,4145013138,广西壮族自治区,南宁市,专科,
2229,广西壮族自治区,广西现代职业技术学院,4145013522,广西壮族自治区,河池市,专科,
2230,广西壮族自治区,北海职业学院,4145013523,广西壮族自治区,北海市,专科,
2231,广西壮族自治区,桂林山水职业学院,4145013526,广西壮族自治区教育厅,桂林市,专科,民办
2232,广西壮族自治区,广西经贸职业技术学院,4145013827,广西壮族自治区,南宁市,专科,
2233,广西壮族自治区,广西工商职业技术学院,4145013828,广西壮族自治区,南宁市,专科,
2234,广西壮族自治区,广西演艺职业学院,4145013829,广西壮族自治区教育厅,南宁市,专科,民办
2235,广西壮族自治区,广西电力职业技术学院,4145013831,广西壮族自治区,南宁市,专科,
2236,广西壮族自治区,广西英华国际职业学院,4145014026,广西壮族自治区教育厅,钦州市,专科,民办
2237,广西壮族自治区,柳州城市职业学院,4145014067,广西壮族自治区,柳州市,专科,
2238,广西壮族自治区,百色职业学院,4145014068,广西壮族自治区,百色市,专科,
2239,广西壮族自治区,广西工程职业学院,4145014127,广西壮族自治区教育厅,百色市,专科,民办
2240,广西壮族自治区,广西理工职业技术学院,4145014170,广西壮族自治区教育厅,崇左市,专科,民办
2241,广西壮族自治区,梧州职业学院,4145014171,广西壮族自治区,梧州市,专科,
2242,广西壮族自治区,广西经济职业学院,4145014211,广西壮族自治区教育厅,南宁市,专科,民办
2243,广西壮族自治区,广西幼儿师范高等专科学校,4145014220,广西壮族自治区,南宁市,专科,
2244,广西壮族自治区,广西科技职业学院,4145014312,广西壮族自治区教育厅,崇左市,专科,民办
2245,广西壮族自治区,广西卫生职业技术学院,4145014313,广西壮族自治区,南宁市,专科,
2246,广西壮族自治区,广西培贤国际职业学院,4145014481,广西壮族自治区教育厅,百色市,专科,民办
2247,广西壮族自治区,广西金融职业技术学院,4145014512,广西壮族自治区,南宁市,专科,
2248,广西壮族自治区,广西中远职业学院,4145014546,广西壮族自治区教育厅,崇左市,专科,民办
2249,广西壮族自治区,玉柴职业技术学院,4145014573,广西壮族自治区教育厅,玉林市,专科,民办
2250,广西壮族自治区,广西蓝天航空职业学院,4145014574,广西壮族自治区教育厅,来宾市,专科,民办
2251,广西壮族自治区,广西安全工程职业技术学院,4145014611,广西壮族自治区,南宁市,专科,
2252,广西壮族自治区,广西自然资源职业技术学院,4145014668,广西壮族自治区,崇左市,专科,
2253,广西壮族自治区,钦州幼儿师范高等专科学校,4145014693,广西壮族自治区,钦州市,专科,
2254,广西壮族自治区,梧州医学高等专科学校,4145014694,广西壮族自治区教育厅,梧州市,专科,民办
2255,广西壮族自治区,广西制造工程职业技术学院,4145014722,广西壮族自治区,南宁市,专科,
2256,广西壮族自治区,广西物流职业技术学院,4145014723,广西壮族自治区,贵港市,专科,
2257,广西壮族自治区,防城港职业技术学院,4145014762,广西壮族自治区,防城港市,专科,
2258,广西壮族自治区,广西信息职业技术学院,4145014763,广西壮族自治区,南宁市,专科,
2259,广西壮族自治区,广西农业工程职业技术学院,4145014764,广西壮族自治区,崇左市,专科,
2260,广西壮族自治区,北海康养职业学院,4145014765,广西壮族自治区教育厅,北海市,专科,民办
2261,广西壮族自治区,崇左幼儿师范高等专科学校,4245051675,广西壮族自治区,崇左市,专科,
2262,广西壮族自治区,广西质量工程职业技术学院,4145014821,广西壮族自治区,南宁市,专科,
2263,广西壮族自治区,桂林信息工程职业学院,4145014822,广西壮族自治区教育厅,桂林市,专科,民办
2264,广西壮族自治区,玉林职业技术学院,4145014868,广西壮族自治区,玉林市,专科,
2265,广西壮族自治区,广西智能制造职业技术学院,4145014869,广西壮族自治区,柳州市,专科,
2266,广西壮族自治区,贺州职业技术学院,4145014966,广西壮族自治区,贺州市,专科,
2267,广西壮族自治区,北海海运职业学院,4145014967,广西壮族自治区教育厅,北海市,专科,民办
2268,广西壮族自治区,防城港现代食药品职业学院,4145014968,广西壮族自治区教育厅,防城港市,专科,民办
2269,广西壮族自治区,贵港应用技术职业学院,4145014969,广西壮族自治区教育厅,贵港市,专科,民办
2270,海南省,海南大学,4146010589,海南省,海口市,本科,
2271,海南省,海南热带海洋学院,4146011100,海南省,三亚市,本科,
2272,海南省,海南师范大学,4146011658,海南省,海口市,本科,
2273,海南省,海南医科大学,4146011810,海南省,海口市,本科,
2274,海南省,海口经济学院,4146012308,海南省教育厅,海口市,本科,民办
2275,海南省,琼台师范学院,4146013811,海南省,海口市,本科,
2276,海南省,三亚学院,4146013892,海南省教育厅,三亚市,本科,民办
2277,海南省,海南科技职业大学,4146014172,海南省教育厅,海口市,本科,民办
2278,海南省,海南比勒费尔德应用科学大学,4146014829,海南省教育厅,儋州市,本科,境外高等教育机构在海南自由贸易港设立的实施理工农医类学科专业教育的学校
2279,海南省,海南警察学院,4146014944,海南省,海口市,本科,
2280,海南省,海南洛桑旅游大学,4146014948,海南省教育厅,三亚市,本科,境外高等教育机构在海南自由贸易港设立的实施理工农医类学科专业教育的学校
2281,海南省,海南经贸职业大学,4146013875,海南省,海口市,本科,
2282,海南省,海南职业技术学院,4146011999,海南省,海口市,专科,
2283,海南省,三亚城市职业学院,4146012717,海南省教育厅,三亚市,专科,民办
2284,海南省,海南软件职业技术学院,4146013575,海南省,琼海市,专科,
2285,海南省,海南政法职业学院,4146013576,海南省,海口市,专科,
2286,海南省,海南外国语职业学院,4146013577,海南省,文昌市,专科,
2287,海南省,海南工商职业学院,4146013876,海南省教育厅,海口市,专科,民办
2288,海南省,三亚航空旅游职业学院,4146013931,海南省教育厅,三亚市,专科,民办
2289,海南省,三亚理工职业学院,4146014236,海南省教育厅,三亚市,专科,民办
2290,海南省,海南体育职业技术学院,4146014575,海南省,海口市,专科,
2291,海南省,三亚中瑞酒店管理职业学院,4146014612,海南省教育厅,三亚市,专科,民办
2292,海南省,海南健康管理职业技术学院,4146014639,海南省教育厅,澄迈县,专科,民办
2293,海南省,海南卫生健康职业学院,4146014724,海南省,海口市,专科,
2294,海南省,海南东方新丝路职业学院,4146014846,海南省教育厅,东方市,专科,民办
2295,海南省,海口旅游职业学院,4146014890,海南省,海口市,专科,
2296,海南省,海南艺术职业学院,4146014891,海南省,海口市,专科,
2297,海南省,三亚护理职业学院,4146014893,海南省教育厅,三亚市,专科,民办
2298,海南省,海南万宁食品药品职业学院,4146014970,海南省教育厅,万宁市,专科,民办
2299,重庆市,重庆大学,4150010611,教育部,重庆市,本科,
2300,重庆市,重庆邮电大学,4150010617,重庆市,重庆市,本科,
2301,重庆市,重庆交通大学,4150010618,重庆市,重庆市,本科,
2302,重庆市,重庆医科大学,4150010631,重庆市,重庆市,本科,
2303,重庆市,西南大学,4150010635,教育部,重庆市,本科,
2304,重庆市,重庆师范大学,4150010637,重庆市,重庆市,本科,
2305,重庆市,重庆文理学院,4150010642,重庆市,重庆市,本科,
2306,重庆市,重庆三峡科技大学,4150010643,重庆市,重庆市,本科,
2307,重庆市,长江师范学院,4150010647,重庆市,重庆市,本科,
2308,重庆市,四川外国语大学,4150010650,重庆市,重庆市,本科,
2309,重庆市,西南政法大学,4150010652,重庆市,重庆市,本科,
2310,重庆市,四川美术学院,4150010655,重庆市,重庆市,本科,
2311,重庆市,重庆科技大学,4150011551,重庆市,重庆市,本科,
2312,重庆市,重庆理工大学,4150011660,重庆市,重庆市,本科,
2313,重庆市,重庆工商大学,4150011799,重庆市,重庆市,本科,
2314,重庆市,重庆机电职业技术大学,4150012607,重庆市教委,重庆市,本科,民办
2315,重庆市,重庆工程学院,4150012608,重庆市教委,重庆市,本科,民办
2316,重庆市,重庆城市科技学院,4150012616,重庆市教委,重庆市,本科,民办
2317,重庆市,重庆警察学院,4150012757,重庆市,重庆市,本科,
2318,重庆市,重庆人文科技学院,4150013548,重庆市教委,重庆市,本科,民办
2319,重庆市,重庆外语外事学院,4150013588,重庆市教委,重庆市,本科,民办
2320,重庆市,重庆对外经贸学院,4150013589,重庆市教委,重庆市,本科,民办
2321,重庆市,重庆财经学院,4150013590,重庆市教委,重庆市,本科,民办
2322,重庆市,重庆工商大学派斯学院,4150013591,重庆市教委,重庆市,本科,民办
2323,重庆市,重庆移通学院,4150013627,重庆市教委,重庆市,本科,民办
2324,重庆市,重庆第二师范学院,4150014388,重庆市,重庆市,本科,
2325,重庆市,重庆中医药学院,4150014830,重庆市,重庆市,本科,
2326,重庆市,重庆电子科技职业大学,4150012609,重庆市,重庆市,本科,
2327,重庆市,重庆工业职业技术大学,4150012215,重庆市,重庆市,本科,
2328,重庆市,重庆工程职业技术大学,4150012759,重庆市,重庆市,本科,
2329,重庆市,重庆城市管理职业大学,4150012758,重庆市,重庆市,本科,
2330,重庆市,重庆航天职业技术学院,4150010870,重庆市,重庆市,专科,
2331,重庆市,重庆电力高等专科学校,4150011848,重庆市,重庆市,专科,
2332,重庆市,重庆三峡职业学院,4150012605,重庆市,重庆市,专科,
2333,重庆市,重庆工贸职业技术学院,4150012606,重庆市,重庆市,专科,
2334,重庆市,重庆海联职业技术学院,4150012754,重庆市教委,重庆市,专科,民办
2335,重庆市,重庆信息技术职业学院,4150012755,重庆市教委,重庆市,专科,民办
2336,重庆市,重庆传媒职业学院,4150012756,重庆市教委,重庆市,专科,民办
2337,重庆市,重庆建筑科技职业学院,4150012820,重庆市教委,重庆市,专科,民办
2338,重庆市,重庆城市职业学院,4150013734,重庆市,重庆市,专科,
2339,重庆市,重庆水利电力职业技术学院,4150013735,重庆市,重庆市,专科,
2340,重庆市,重庆工商职业学院,4150013967,重庆市,重庆市,专科,
2341,重庆市,重庆应用技术职业学院,4150013968,重庆市教委,重庆市,专科,民办
2342,重庆市,重庆三峡医药高等专科学校,4150014008,重庆市,重庆市,专科,
2343,重庆市,重庆医药高等专科学校,4150014009,重庆市,重庆市,专科,
2344,重庆市,重庆青年职业技术学院,4150014069,重庆市,重庆市,专科,
2345,重庆市,重庆财经职业学院,4150014128,重庆市,重庆市,专科,
2346,重庆市,重庆科创职业学院,4150014173,重庆市教委,重庆市,专科,民办
2347,重庆市,重庆建筑工程职业学院,4150014183,重庆市,重庆市,专科,
2348,重庆市,重庆电讯职业学院,4150014237,重庆市教委,重庆市,专科,民办
2349,重庆市,重庆能源职业学院,4150014238,重庆市教委,重庆市,专科,民办
2350,重庆市,重庆商务职业学院,4150014246,重庆市,重庆市,专科,
2351,重庆市,重庆交通职业学院,4150014267,重庆市教委,重庆市,专科,民办
2352,重庆市,重庆化工职业学院,4150014315,重庆市,重庆市,专科,
2353,重庆市,重庆旅游职业学院,4150014316,重庆市,重庆市,专科,
2354,重庆市,重庆安全技术职业学院,4150014365,重庆市,重庆市,专科,
2355,重庆市,重庆公共运输职业学院,4150014366,重庆市教委,重庆市,专科,民办
2356,重庆市,重庆艺术工程职业学院,4150014367,重庆市教委,重庆市,专科,民办
2357,重庆市,重庆轻工职业学院,4150014368,重庆市教委,重庆市,专科,民办
2358,重庆市,重庆电信职业学院,4150014369,重庆市教委,重庆市,专科,民办
2359,重庆市,重庆经贸职业学院,4150014370,重庆市教委,重庆市,专科,民办
2360,重庆市,重庆幼儿师范高等专科学校,4150014428,重庆市,重庆市,专科,
2361,重庆市,重庆文化艺术职业学院,4150014482,重庆市,重庆市,专科,
2362,重庆市,重庆科技职业学院,4150014491,重庆市教委,重庆市,专科,民办
2363,重庆市,重庆资源与环境保护职业学院,4150014557,重庆市教委,重庆市,专科,民办
2364,重庆市,重庆护理职业学院,4150014576,重庆市教委,重庆市,专科,民办
2365,重庆市,重庆理工职业学院,4150014725,重庆市教委,重庆市,专科,民办
2366,重庆市,重庆智能工程职业学院,4150014726,重庆市教委,重庆市,专科,民办
2367,重庆市,重庆健康职业学院,4150014727,重庆市教委,重庆市,专科,民办
2368,重庆市,重庆工信职业学院,4150014766,重庆市,重庆市,专科,
2369,重庆市,重庆五一职业技术学院,4150014776,重庆市,重庆市,专科,
2370,重庆市,重庆数字产业职业技术学院,4150014838,重庆市教委,重庆市,专科,民办
2371,重庆市,重庆现代制造职业学院,4150014870,重庆市教委,重庆市,专科,民办
2372,重庆市,重庆农业职业学院,4150014935,重庆市,重庆市,专科,
2373,重庆市,重庆安防职业学院,4150014936,重庆市教委,重庆市,专科,民办
2374,重庆市,重庆城乡发展职业学院,4150014971,重庆市,重庆市,专科,
2375,重庆市,重庆中药职业学院,4150014972,重庆市教委,重庆市,专科,民办
2376,四川省,四川大学,4151010610,教育部,成都市,本科,
2377,四川省,西南交通大学,4151010613,教育部,成都市,本科,
2378,四川省,电子科技大学,4151010614,教育部,成都市,本科,
2379,四川省,西南石油大学,4151010615,四川省,成都市,本科,
2380,四川省,成都理工大学,4151010616,四川省,成都市,本科,
2381,四川省,西南科技大学,4151010619,四川省,绵阳市,本科,
2382,四川省,成都信息工程大学,4151010621,四川省,成都市,本科,
2383,四川省,四川轻化工大学,4151010622,四川省,自贡市,本科,
2384,四川省,西华大学,4151010623,四川省,成都市,本科,
2385,四川省,中国民用航空飞行学院,4151010624,交通运输部（中国民用航空局）,德阳市,本科,
2386,四川省,四川农业大学,4151010626,四川省,雅安市,本科,
2387,四川省,西昌学院,4151010628,四川省,凉山彝族自治州,本科,
2388,四川省,西南医科大学,4151010632,四川省,泸州市,本科,
2389,四川省,成都中医药大学,4151010633,四川省,成都市,本科,
2390,四川省,川北医学院,4151010634,四川省,南充市,本科,
2391,四川省,四川师范大学,4151010636,四川省,成都市,本科,
2392,四川省,西华师范大学,4151010638,四川省,南充市,本科,
2393,四川省,绵阳师范学院,4151010639,四川省,绵阳市,本科,
2394,四川省,内江师范学院,4151010640,四川省,内江市,本科,
2395,四川省,宜宾学院,4151010641,四川省,宜宾市,本科,
2396,四川省,四川文理学院,4151010644,四川省,达州市,本科,
2397,四川省,阿坝师范学院,4151010646,四川省,阿坝藏族羌族自治州,本科,
2398,四川省,乐山师范学院,4151010649,四川省,乐山市,本科,
2399,四川省,西南财经大学,4151010651,教育部,成都市,本科,
2400,四川省,成都体育学院,4151010653,四川省,成都市,本科,
2401,四川省,四川音乐学院,4151010654,四川省,成都市,本科,
2402,四川省,西南民族大学,4151010656,国家民委,成都市,本科,
2403,四川省,成都大学,4151011079,四川省,成都市,本科,
2404,四川省,成都工业学院,4151011116,四川省,成都市,本科,
2405,四川省,攀枝花学院,4151011360,四川省,攀枝花市,本科,
2406,四川省,四川旅游学院,4151011552,四川省,成都市,本科,
2407,四川省,四川民族学院,4151011661,四川省,甘孜藏族自治州,本科,
2408,四川省,四川警察学院,4151012212,四川省,泸州市,本科,
2409,四川省,成都东软学院,4151012636,四川省教育厅,成都市,本科,民办
2410,四川省,成都艺术职业大学,4151012969,四川省教育厅,成都市,本科,民办
2411,四川省,电子科技大学成都学院,4151013665,四川省教育厅,成都市,本科,民办
2412,四川省,成都理工大学工程技术学院,4151013668,四川省教育厅,乐山市,本科,民办
2413,四川省,四川传媒学院,4151013669,四川省教育厅,成都市,本科,民办
2414,四川省,成都银杏酒店管理学院,4151013670,四川省教育厅,成都市,本科,民办
2415,四川省,成都文理学院,4151013671,四川省教育厅,成都市,本科,民办
2416,四川省,四川工商学院,4151013672,四川省教育厅,成都市,本科,民办
2417,四川省,成都外国语学院,4151013673,四川省教育厅,成都市,本科,民办
2418,四川省,成都医学院,4151013705,四川省,成都市,本科,
2419,四川省,四川工业科技学院,4151013816,四川省教育厅,德阳市,本科,民办
2420,四川省,成都锦城学院,4151013903,四川省教育厅,成都市,本科,民办
2421,四川省,西南财经大学天府学院,4151014037,四川省教育厅,绵阳市,本科,民办
2422,四川省,四川大学锦江学院,4151014039,四川省教育厅,眉山市,本科,民办
2423,四川省,四川文化艺术学院,4151014043,四川省教育厅,绵阳市,本科,民办
2424,四川省,绵阳城市学院,4151014045,四川省教育厅,绵阳市,本科,民办
2425,四川省,西南交通大学希望学院,4151014262,四川省教育厅,南充市,本科,民办
2426,四川省,成都师范学院,4151014389,四川省,成都市,本科,
2427,四川省,四川电影电视学院,4151014410,四川省教育厅,成都市,本科,民办
2428,四川省,吉利学院,4111012802,四川省教育厅,成都市,本科,民办
2429,四川省,四川工程职业技术大学,4151012763,四川省,德阳市,本科,
2430,四川省,成都航空职业技术大学,4151012064,四川省,成都市,本科,
2431,四川省,成都轻工职业技术大学,4151011553,四川省,成都市,本科,
2432,四川省,四川建筑职业技术大学,4151012764,四川省,德阳市,本科,
2433,四川省,广安理工学院,4151014984,四川省,广安市,本科,
2434,四川省,成都美术学院,4151014985,四川省,资阳市,本科,
2435,四川省,四川交通职业技术大学,4151012761,四川省,成都市,本科,
2436,四川省,民办四川天一学院,4151011841,四川省教育厅,德阳市,专科,民办
2437,四川省,四川电力职业技术学院,4151012065,四川省,成都市,专科,
2438,四川省,成都职业技术学院,4151012635,四川省,成都市,专科,
2439,四川省,四川化工职业技术学院,4151012637,四川省,泸州市,专科,
2440,四川省,四川水利职业技术学院,4151012638,四川省,成都市,专科,
2441,四川省,南充职业技术学院,4151012639,四川省,南充市,专科,
2442,四川省,内江职业技术学院,4151012640,四川省,内江市,专科,
2443,四川省,四川航天职业技术学院,4151012641,四川省,成都市,专科,
2444,四川省,四川邮电职业技术学院,4151012642,四川省,成都市,专科,
2445,四川省,四川机电职业技术学院,4151012751,四川省,攀枝花市,专科,
2446,四川省,绵阳职业技术学院,4151012753,四川省,绵阳市,专科,
2447,四川省,四川工商职业技术学院,4151012762,四川省,成都市,专科,
2448,四川省,达州职业技术学院,4151012767,四川省,达州市,专科,
2449,四川省,四川托普信息技术职业学院,4151012963,四川省教育厅,成都市,专科,民办
2450,四川省,四川国际标榜职业学院,4151012964,四川省教育厅,成都市,专科,民办
2451,四川省,成都农业科技职业学院,4151012965,四川省,成都市,专科,
2452,四川省,宜宾职业技术学院,4151012966,四川省,宜宾市,专科,
2453,四川省,泸州职业技术学院,4151012967,四川省,泸州市,专科,
2454,四川省,眉山职业技术学院,4151012968,四川省,眉山市,专科,
2455,四川省,四川职业技术学院,4151012970,四川省,遂宁市,专科,
2456,四川省,乐山职业技术学院,4151013048,四川省,乐山市,专科,
2457,四川省,雅安职业技术学院,4151013049,四川省,雅安市,专科,
2458,四川省,四川商务职业学院,4151013812,四川省,成都市,专科,
2459,四川省,四川司法警官职业学院,4151013813,四川省,德阳市,专科,
2460,四川省,广安职业技术学院,4151013814,四川省,广安市,专科,
2461,四川省,四川信息职业技术学院,4151013815,四川省,广元市,专科,
2462,四川省,四川文化传媒职业学院,4151014004,四川省教育厅,成都市,专科,民办
2463,四川省,四川华新现代职业学院,4151014005,四川省,成都市,专科,
2464,四川省,四川铁道职业学院,4151014006,四川省,成都市,专科,
2465,四川省,四川艺术职业学院,4151014007,四川省,成都市,专科,
2466,四川省,四川中医药高等专科学校,4151014010,四川省,绵阳市,专科,
2467,四川省,四川科技职业学院,4151014070,四川省教育厅,成都市,专科,民办
2468,四川省,四川文化产业职业学院,4151014086,四川省,成都市,专科,
2469,四川省,四川财经职业学院,4151014091,四川省,成都市,专科,
2470,四川省,四川城市职业学院,4151014175,四川省教育厅,成都市,专科,民办
2471,四川省,四川现代职业学院,4151014176,四川省教育厅,成都市,专科,民办
2472,四川省,四川幼儿师范高等专科学校,4151014221,四川省,绵阳市,专科,
2473,四川省,四川长江职业学院,4151014323,四川省教育厅,成都市,专科,民办
2474,四川省,四川三河职业学院,4151014386,四川省教育厅,泸州市,专科,民办
2475,四川省,川北幼儿师范高等专科学校,4151014393,四川省,广元市,专科,
2476,四川省,四川卫生康复职业学院,4151014409,四川省,自贡市,专科,
2477,四川省,四川汽车职业技术学院,4151014411,四川省教育厅,绵阳市,专科,民办
2478,四川省,巴中职业技术学院,4151014483,四川省教育厅,巴中市,专科,民办
2479,四川省,四川希望汽车职业学院,4151014484,四川省教育厅,资阳市,专科,民办
2480,四川省,四川电子机械职业技术学院,4151014485,四川省教育厅,绵阳市,专科,民办
2481,四川省,四川文轩职业学院,4151014486,四川省教育厅,成都市,专科,民办
2482,四川省,川南幼儿师范高等专科学校,4151014496,四川省,内江市,专科,
2483,四川省,四川护理职业学院,4151014513,四川省,德阳市,专科,
2484,四川省,成都工业职业技术学院,4151014514,四川省,成都市,专科,
2485,四川省,四川西南航空职业学院,4151014515,四川省教育厅,成都市,专科,民办
2486,四川省,成都工贸职业技术学院,4151014547,四川省,成都市,专科,
2487,四川省,四川应用技术职业学院,4151014548,四川省教育厅,凉山彝族自治州,专科,民办
2488,四川省,西昌民族幼儿师范高等专科学校,4151014629,四川省,凉山彝族自治州,专科,
2489,四川省,眉山药科职业学院,4151014640,四川省教育厅,眉山市,专科,民办
2490,四川省,天府新区信息职业学院,4151014641,四川省教育厅,眉山市,专科,民办
2491,四川省,德阳城市轨道交通职业学院,4151014642,四川省教育厅,德阳市,专科,民办
2492,四川省,德阳科贸职业学院,4151014643,四川省教育厅,德阳市,专科,民办
2493,四川省,江阳城建职业学院,4151014644,四川省教育厅,泸州市,专科,民办
2494,四川省,天府新区航空旅游职业学院,4151014645,四川省教育厅,眉山市,专科,民办
2495,四川省,天府新区通用航空职业学院,4151014646,四川省教育厅,眉山市,专科,民办
2496,四川省,阿坝职业学院,4151014647,四川省,阿坝藏族羌族自治州,专科,
2497,四川省,达州中医药职业学院,4151014669,四川省,达州市,专科,
2498,四川省,内江卫生与健康职业学院,4151014670,四川省,内江市,专科,
2499,四川省,南充科技职业学院,4151014671,四川省教育厅,南充市,专科,民办
2500,四川省,攀枝花攀西职业学院,4151014672,四川省教育厅,攀枝花市,专科,民办
2501,四川省,资阳口腔职业学院,4151014673,四川省教育厅,资阳市,专科,民办
2502,四川省,资阳环境科技职业学院,4151014674,四川省教育厅,资阳市,专科,民办
2503,四川省,南充文化旅游职业学院,4151014728,四川省,南充市,专科,
2504,四川省,南充电影工业职业学院,4151014729,四川省教育厅,南充市,专科,民办
2505,四川省,绵阳飞行职业学院,4151014730,四川省教育厅,绵阳市,专科,民办
2506,四川省,德阳农业科技职业学院,4151014731,四川省教育厅,德阳市,专科,民办
2507,四川省,泸州医疗器械职业学院,4151014732,四川省教育厅,泸州市,专科,民办
2508,四川省,甘孜职业学院,4151014767,四川省,甘孜藏族自治州,专科,
2509,四川省,自贡职业技术学院,4151014768,四川省教育厅,自贡市,专科,民办
2510,四川省,广元中核职业技术学院,4251050881,四川省教育厅,广元市,专科,民办
2511,四川省,四川体育职业学院,4251051351,四川省,成都市,专科,
2512,四川省,遂宁能源职业学院,4151014834,四川省教育厅,遂宁市,专科,民办
2513,四川省,遂宁工程职业学院,4151014835,四川省教育厅,遂宁市,专科,民办
2514,四川省,遂宁职业学院,4151014836,四川省教育厅,遂宁市,专科,民办
2515,四川省,西昌医学高等专科学校,4151014871,四川省,凉山彝族自治州,专科,
2516,四川省,成都轨道交通职业学院,4151014872,四川省教育厅,成都市,专科,民办
2517,四川省,宜宾工业职业技术学院,4151014937,四川省,宜宾市,专科,
2518,四川省,宜宾医药健康职业学院,4151014938,四川省,宜宾市,专科,
2519,四川省,四川中医药职业学院,4151014973,四川省,成都市,专科,
2520,四川省,四川质量工程职业技术学院,4151014974,四川省,乐山市,专科,
2521,四川省,南充卫生职业学院,4151014975,四川省,南充市,专科,
2522,贵州省,贵州大学,4152010657,贵州省,贵阳市,本科,
2523,贵州省,贵州医科大学,4152010660,贵州省,贵阳市,本科,
2524,贵州省,遵义医科大学,4152010661,贵州省,遵义市,本科,
2525,贵州省,贵州中医药大学,4152010662,贵州省,贵阳市,本科,
2526,贵州省,贵州师范大学,4152010663,贵州省,贵阳市,本科,
2527,贵州省,遵义师范学院,4152010664,贵州省,遵义市,本科,
2528,贵州省,铜仁学院,4152010665,贵州省,铜仁市,本科,
2529,贵州省,兴义民族师范学院,4152010666,贵州省,黔西南布依族苗族自治州,本科,
2530,贵州省,安顺学院,4152010667,贵州省,安顺市,本科,
2531,贵州省,贵州工程应用技术学院,4152010668,贵州省,毕节市,本科,
2532,贵州省,凯里学院,4152010669,贵州省,黔东南苗族侗族自治州,本科,
2533,贵州省,黔南民族师范学院,4152010670,贵州省,黔南布依族苗族自治州,本科,
2534,贵州省,贵州财经大学,4152010671,贵州省,贵阳市,本科,
2535,贵州省,贵州民族大学,4152010672,贵州省,贵阳市,本科,
2536,贵州省,贵阳学院,4152010976,贵州省,贵阳市,本科,
2537,贵州省,六盘水师范学院,4152010977,贵州省,六盘水市,本科,
2538,贵州省,贵州商学院,4152011731,贵州省,贵阳市,本科,
2539,贵州省,贵州警察学院,4152012107,贵州省,贵阳市,本科,
2540,贵州省,贵州中医药大学时珍学院,4152013647,贵州省教育厅,贵阳市,本科,民办
2541,贵州省,贵州黔南经济学院,4152013648,贵州省教育厅,黔南布依族苗族自治州,本科,民办
2542,贵州省,贵州黔南科技学院,4152013649,贵州省教育厅,黔南布依族苗族自治州,本科,民办
2543,贵州省,贵阳信息科技学院,4152013650,贵州省教育厅,贵阳市,本科,民办
2544,贵州省,贵阳人文科技学院,4152013651,贵州省教育厅,贵阳市,本科,民办
2545,贵州省,贵阳康养职业大学,4152016206,贵州省,贵阳市,本科,
2546,贵州省,遵义医科大学医学与科技学院,4152013653,贵州省教育厅,遵义市,本科,民办
2547,贵州省,贵州医科大学神奇民族医药学院,4152013676,贵州省教育厅,贵阳市,本科,民办
2548,贵州省,贵州师范学院,4152014223,贵州省,贵阳市,本科,
2549,贵州省,贵州理工学院,4152014440,贵州省,贵阳市,本科,
2550,贵州省,茅台学院,4152014625,贵州省教育厅,遵义市,本科,民办
2551,贵州省,贵州交通职业大学,4152012222,贵州省,贵阳市,本科,
2552,贵州省,铜仁职业技术大学,4152013055,贵州省,铜仁市,本科,
2553,贵州省,贵州轻工职业大学,4152013818,贵州省,贵阳市,本科,
2554,贵州省,贵州工商职业大学,4152014412,贵州省教育厅,贵阳市,本科,民办
2555,贵州省,贵州工业职业技术大学,4152013052,贵州省,贵阳市,本科,
2556,贵州省,黔南民族医学高等专科学校,4152011663,贵州省,黔南布依族苗族自治州,专科,
2557,贵州省,贵州航天职业技术学院,4152012223,贵州省,遵义市,专科,
2558,贵州省,贵州电子信息职业技术学院,4152012336,贵州省,黔东南苗族侗族自治州,专科,
2559,贵州省,安顺职业技术学院,4152012821,贵州省,安顺市,专科,
2560,贵州省,黔东南民族职业技术学院,4152012822,贵州省,黔东南苗族侗族自治州,专科,
